Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,6.039999961853027,6.260000228881836,6.039999961853027,6.099999904632568,6.099999904632568,17426
2020-01-03,6.099999904632568,6.130000114440918,5.929999828338623,6.099999904632568,6.099999904632568,21100
2020-01-06,5.980000019073486,6.090000152587891,5.980000019073486,5.989999771118164,5.989999771118164,12001
2020-01-07,6.289999961853027,6.289999961853027,6.0,6.159999847412109,6.159999847412109,14095
2020-01-08,6.019999980926514,6.159999847412109,6.019999980926514,6.159999847412109,6.159999847412109,7015
2020-01-09,6.0,6.010000228881836,5.929999828338623,5.929999828338623,5.929999828338623,36325
2020-01-10,5.900000095367432,6.519999980926514,5.699999809265137,6.130000114440918,6.130000114440918,67199
2020-01-13,6.130000114440918,6.150000095367432,6.099999904632568,6.099999904632568,6.099999904632568,14000
2020-01-14,6.349999904632568,6.349999904632568,6.349999904632568,6.349999904632568,6.349999904632568,1186
2020-01-15,6.079999923706055,6.28000020980835,6.079999923706055,6.079999923706055,6.079999923706055,19001
2020-01-16,6.239999771118164,6.260000228881836,6.0,6.0,6.0,53001
2020-01-17,6.159999847412109,6.25,6.050000190734863,6.050000190734863,6.050000190734863,42533
2020-01-20,5.760000228881836,6.010000228881836,5.760000228881836,6.010000228881836,6.010000228881836,24010
2020-01-30,5.699999809265137,5.699999809265137,5.519999980926514,5.699999809265137,5.699999809265137,30200
2020-01-31,6.239999771118164,6.239999771118164,6.0,6.0,6.0,15000
2020-02-03,6.0,6.0,6.0,6.0,6.0,0
2020-02-04,5.710000038146973,6.0,5.710000038146973,6.0,6.0,38098
2020-02-05,6.090000152587891,6.090000152587891,6.0,6.039999961853027,6.039999961853027,17207
2020-02-06,5.949999809265137,5.949999809265137,5.920000076293945,5.920000076293945,5.920000076293945,10503
2020-02-07,5.920000076293945,6.0,5.920000076293945,6.0,6.0,12000
2020-02-10,6.0,6.0,6.0,6.0,6.0,5000
2020-02-11,5.519999980926514,6.099999904632568,5.519999980926514,6.099999904632568,6.099999904632568,66100
2020-02-12,6.099999904632568,6.099999904632568,6.099999904632568,6.099999904632568,6.099999904632568,0
2020-02-13,6.099999904632568,6.099999904632568,6.099999904632568,6.099999904632568,6.099999904632568,24000
2020-02-14,6.099999904632568,6.099999904632568,6.099999904632568,6.099999904632568,6.099999904632568,2080
2020-02-17,5.889999866485596,5.889999866485596,5.889999866485596,5.889999866485596,5.889999866485596,40090
2020-02-18,5.75,6.0,5.75,6.0,6.0,42650
2020-02-19,5.849999904632568,5.980000019073486,5.849999904632568,5.980000019073486,5.980000019073486,86000
2020-02-20,5.980000019073486,5.980000019073486,5.980000019073486,5.980000019073486,5.980000019073486,0
2020-02-21,5.980000019073486,5.980000019073486,5.980000019073486,5.980000019073486,5.980000019073486,0
2020-02-24,5.829999923706055,5.829999923706055,5.829999923706055,5.829999923706055,5.829999923706055,1200
2020-02-25,5.75,5.789999961853027,5.75,5.789999961853027,5.789999961853027,5575
2020-02-26,5.789999961853027,5.789999961853027,5.789999961853027,5.789999961853027,5.789999961853027,0
2020-02-27,5.760000228881836,5.989999771118164,5.679999828338623,5.829999923706055,5.829999923706055,73718
2020-03-02,5.820000171661377,5.820000171661377,5.820000171661377,5.820000171661377,5.820000171661377,5004
2020-03-03,5.820000171661377,5.820000171661377,5.820000171661377,5.820000171661377,5.820000171661377,0
2020-03-04,5.900000095367432,6.0,5.880000114440918,6.0,6.0,41200
2020-03-05,5.920000076293945,5.96999979019165,5.920000076293945,5.96999979019165,5.96999979019165,10403
2020-03-06,6.539999961853027,6.539999961853027,6.150000095367432,6.159999847412109,6.159999847412109,41450
2020-03-09,6.349999904632568,6.349999904632568,6.0,6.199999809265137,6.199999809265137,9001
2020-03-10,5.690000057220459,6.0,5.679999828338623,6.0,6.0,39055
2020-03-11,6.0,6.0,6.0,6.0,6.0,0
2020-03-12,5.480000019073486,5.909999847412109,5.480000019073486,5.909999847412109,5.909999847412109,37003
2020-03-13,5.320000171661377,5.869999885559082,5.320000171661377,5.449999809265137,5.449999809265137,39100
